1182	42427	doubt
1183	42420	cell
1184	42417	how
1185	42394	village
1186	42350	original
1187	42348	bob
1188	42323	thus
1189	42320	safe
1190	42270	monday
1191	42181	shot
1192	42173	blair
1193	42014	manchester
1194	41992	back
1195	41935	fish
1196	41919	lead
1197	41909	decade
1198	41885	scheme
1199	41855	network
1200	41823	wine
1201	41816	consumer
1202	41772	agent
1203	41758	f
1204	41736	environment
1205	41725	traditional
1206	41714	republic
1207	41575	loan
1208	41570	gold
1209	41478	proposal
1210	41477	exactly
1211	41450	increase
1212	41424	individual
1213	41358	violence
1214	41294	re
1215	41269	h
1216	41252	reflect
1217	41212	bid
1218	41171	coast
1219	41096	andrew
1220	41096	sexual
1221	41072	employee
1222	41063	article
1223	41061	w
1224	41014	factor
1225	40981	purpose
1226	40924	drink
1227	40917	note
1228	40906	boat
1229	40906	earth
1230	40815	strike
1231	40799	therefore
1232	40781	fair
1233	40748	hang
1234	40743	yourself
1235	40679	majority
1236	40651	back
1237	40507	first
1238	40483	measure
1239	40451	editor
1240	40436	strategy
1241	40326	driver
1242	40264	pari
1243	40256	threat
1244	40205	tend
1245	40187	steve
1246	40185	average
1247	40097	mp
1248	40092	help
1249	40086	sister
1250	40066	access
1251	40066	tough
1252	40036	scottish
1253	39997	mind
1254	39995	audience
1255	39970	stone
1256	39855	degree
1257	39780	advice
1258	39726	wednesday
1259	39691	earn
1260	39671	canada
1261	39665	visit
1262	39647	theatre
1263	39609	challenge
1264	39586	middle
1265	39512	cancer
1266	39491	n
1267	39474	civil
1268	39453	rugby
1269	39441	sector
1270	39423	knowledge
1271	39396	until
1272	39384	weapon
1273	39334	comment
1274	39262	payment
1275	39258	debt
1276	39254	double
1277	39211	chri
1278	39170	confirm
1279	39075	unless
1280	39019	nuclear
1281	39013	promise
1282	39005	thought
1283	38983	regard
1284	38929	record
1285	38928	interest
1286	38925	normal
1287	38882	responsibility
1288	38850	check
1289	38811	crowd
1290	38808	border
1291	38757	memory
1292	38737	indian
1293	38728	corner
1294	38686	herself
1295	38674	review
1296	38664	net
1297	38650	daily
1298	38556	official
1299	38554	israel
1300	38527	pre
1301	38389	eventually
1302	38379	depend
1303	38360	wale
1304	38357	experience
1305	38351	industrial
1306	38350	care
1307	38331	note
1308	38323	cut
1309	38323	invest
1310	38267	gay
1311	38262	marriage
1312	38250	correspondent
1313	38204	artist
1314	38162	identify
1315	38151	confidence
1316	38096	county
1317	38079	accuse
1318	38031	pair
1319	37986	mark
1320	37931	bird
1321	37919	resource
1322	37891	ian
1323	37880	administration
1324	37866	captain
1325	37855	version
1326	37813	award
1327	37793	soldier
1328	37697	plus
1329	37662	data
1330	37649	alan
1331	37648	deliver
1332	37645	break
1333	37643	task
1334	37641	internet
1335	37625	famous
1336	37623	direct
1337	37585	travel
1338	37493	prison
1339	37436	advantage
1340	37427	truth
1341	37419	pain
1342	37350	skin
1343	37295	demand
1344	37222	chinese
1345	37191	structure
1346	37186	method
1347	37182	candidate
1348	37175	feature
1349	37143	lawyer
1350	37134	fourth
1351	37089	italian
1352	37075	thousand
1353	37023	immediately
1354	37019	significant
1355	36952	cause
1356	36928	murder
1357	36885	winter
1358	36861	christma
1359	36855	fresh
1360	36839	apart
1361	36808	order
1362	36766	survive
1363	36602	age
1364	36535	attend
1365	36532	intend
1366	36511	weight
1367	36507	obviously
1368	36505	sound
1369	36486	hand
1370	36449	shareholder
1371	36366	answer
1372	36362	very
1373	36323	express
1374	36316	speed
1375	36192	tom
1376	36183	highly
1377	36144	powerful
1378	36131	speech
1379	36109	while
1380	36106	item
1381	36095	supply
1382	36068	base
1383	36054	restaurant
1384	35969	ride
1385	35953	caption
1386	35856	spot
1387	35825	generally
1388	35811	indicate
1389	35806	extend
1390	35764	album
1391	35761	appeal
1392	35760	afternoon
1393	35760	less
1394	35743	fashion
1395	35732	issue
1396	35692	damage
1397	35676	attitude
1398	35664	gun
1399	35647	safety
1400	35607	nato
1401	35540	perfect
1402	35538	moscow
1403	35514	fund
1404	35512	stick
1405	35490	settle
1406	35472	attack
1407	35464	collection
1408	35373	channel
1409	35351	lack
1410	35344	effective
1411	35309	argument
1412	35309	rise
1413	35271	spirit
1414	35264	male
1415	35235	newscaster
1416	35212	professor
1417	35198	generation
1418	35185	christian
1419	35101	please
1420	35097	none
1421	35081	commercial
1422	35004	beautiful
1423	34930	contact
1424	34901	expert
1425	34887	discussion
1426	34874	interesting
1427	34860	commit
1428	34836	suddenly
1429	34819	individual
1430	34814	fear
1431	34778	politician
1432	34777	study
1433	34705	scientist
1434	34702	reporting
1435	34697	taylor
1436	34662	edge
1437	34618	strength
1438	34602	physical
1439	34599	direction
1440	34588	la
1441	34578	failure
1442	34570	easily
1443	34567	prize
1444	34563	sing
1445	34465	debate
1446	34435	impact
1447	34435	mike
1448	34432	imagine
1449	34424	camp
1450	34388	beach
1451	34380	finance
1452	34373	realise
1453	34286	thoma
1454	34266	mountain
1455	34264	train
1456	34264	turn
1457	34259	aim
1458	34230	gulf
1459	34222	brian
1460	34136	responsible
1461	34132	simon
1462	34125	author
1463	34107	northern
1464	34064	russia
1465	34026	canadian
1466	34012	basic
1467	33985	twice
1468	33950	yard
1469	33922	chief
1470	33863	cricket
1471	33835	jim
1472	33822	complete
1473	33768	attempt
1474	33758	charle
1475	33732	assume
1476	33698	wing
1477	33679	quick
